image_url1,image_url2,image_url3,image_url4,text1,text2,text3
http://www.umiacs.umd.edu/~yzyang/riddles/applaud_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/applaud_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/applaud_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/applaud_4.png,applaud,enjoy sport,unconditional Cam Newton
http://www.umiacs.umd.edu/~yzyang/riddles/apple_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/apple_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/apple_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/apple_4.png,apple,crab apple,boysenberry pie
http://www.umiacs.umd.edu/~yzyang/riddles/apply_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/apply_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/apply_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/apply_4.png,apply,you get wet,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/approval_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/approval_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/approval_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/approval_4.png,approval,government relate entity,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/apricot_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/apricot_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/apricot_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/apricot_4.png,apricot,pear,apricot flavors
http://www.umiacs.umd.edu/~yzyang/riddles/april_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/april_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/april_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/april_4.png,april,rag school,Mylo ilikemusic
http://www.umiacs.umd.edu/~yzyang/riddles/apron_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/apron_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/apron_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/apron_4.png,apron,sandy beach,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/aquarium_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aquarium_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aquarium_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aquarium_4.png,aquarium,megamouth shark,Commerson dolphins
http://www.umiacs.umd.edu/~yzyang/riddles/aqueduct_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aqueduct_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aqueduct_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aqueduct_4.png,aqueduct,water route,gushing waterfalls
http://www.umiacs.umd.edu/~yzyang/riddles/arcade_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arcade_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arcade_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arcade_4.png,arcade,upper deck,airy atrium
http://www.umiacs.umd.edu/~yzyang/riddles/arch-2_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch-2_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch-2_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch-2_4.png,arch-2,tall structure,Thick smoke obscured
http://www.umiacs.umd.edu/~yzyang/riddles/arch_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arch_4.png,arch,swing bridge,oversized skylight
http://www.umiacs.umd.edu/~yzyang/riddles/arched_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arched_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arched_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arched_4.png,arched,casement,sloping ceilings
http://www.umiacs.umd.edu/~yzyang/riddles/archer_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/archer_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/archer_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/archer_4.png,archer,sacred kingfisher,bicyclist stuntman
http://www.umiacs.umd.edu/~yzyang/riddles/archive_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/archive_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/archive_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/archive_4.png,archive,garden tool,SFIO Quote Chart
http://www.umiacs.umd.edu/~yzyang/riddles/arena_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arena_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arena_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arena_4.png,arena,ice cloud,clerestories
http://www.umiacs.umd.edu/~yzyang/riddles/argument_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/argument_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/argument_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/argument_4.png,argument,guy,horribly horribly deranged
http://www.umiacs.umd.edu/~yzyang/riddles/arm_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arm_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arm_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arm_4.png,arm,one head,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/armor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/armor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/armor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/armor_4.png,armor,diorama,Pomarede
http://www.umiacs.umd.edu/~yzyang/riddles/army_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/army_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/army_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/army_4.png,army,national flag,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/aroma_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aroma_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aroma_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aroma_4.png,aroma,osmanthus,lavender scent
http://www.umiacs.umd.edu/~yzyang/riddles/arrange_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrange_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrange_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrange_4.png,arrange,orchid,garlands wreaths
http://www.umiacs.umd.edu/~yzyang/riddles/arrest_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrest_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrest_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrest_4.png,arrest,girl talk,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/arrested_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrested_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrested_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrested_4.png,arrested,assailant,Nanette Maxim
http://www.umiacs.umd.edu/~yzyang/riddles/arrivals_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrivals_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrivals_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrivals_4.png,arrivals,display case,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/arrow_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrow_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrow_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/arrow_4.png,arrow,scroll bar,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/art_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/art_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/art_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/art_4.png,art,ballet,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/artery_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/artery_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/artery_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/artery_4.png,artery,scan electron microscope,Pomarede
http://www.umiacs.umd.edu/~yzyang/riddles/article_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/article_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/article_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/article_4.png,article,math book,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/artist_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/artist_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/artist_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/artist_4.png,artist,pornstar,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/ascent_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ascent_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ascent_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ascent_4.png,ascent,rocky mountain,alpenglow
http://www.umiacs.umd.edu/~yzyang/riddles/ashamed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ashamed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ashamed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ashamed_4.png,ashamed,girl talk,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/asia_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/asia_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/asia_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/asia_4.png,asia,indian ocean,Pudong skyline
http://www.umiacs.umd.edu/~yzyang/riddles/asleep_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/asleep_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/asleep_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/asleep_4.png,asleep,my mother,Relaxing laughing talking
http://www.umiacs.umd.edu/~yzyang/riddles/asp_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/asp_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/asp_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/asp_4.png,asp,candiru,marble floorings
http://www.umiacs.umd.edu/~yzyang/riddles/aspire_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aspire_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aspire_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aspire_4.png,aspire,unmarried thing,romp Pouch thinks
http://www.umiacs.umd.edu/~yzyang/riddles/assemble_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/assemble_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/assemble_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/assemble_4.png,assemble,representational process,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/assembly_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/assembly_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/assembly_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/assembly_4.png,assembly,sabha,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/athens_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/athens_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/athens_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/athens_4.png,athens,lapis lazuli,neo Byzantine
http://www.umiacs.umd.edu/~yzyang/riddles/athlete_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/athlete_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/athlete_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/athlete_4.png,athlete,individual sport,romp Pouch thinks
http://www.umiacs.umd.edu/~yzyang/riddles/atlantic_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlantic_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlantic_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlantic_4.png,atlantic,atlantic ocean,breathtaking vista
http://www.umiacs.umd.edu/~yzyang/riddles/atlas_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlas_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlas_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/atlas_4.png,atlas,oak,terra cotta busts
http://www.umiacs.umd.edu/~yzyang/riddles/atom_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/atom_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/atom_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/atom_4.png,atom,photo cube,Pomarede
http://www.umiacs.umd.edu/~yzyang/riddles/attach_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/attach_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/attach_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/attach_4.png,attach,tenon see,Causes horizontal
http://www.umiacs.umd.edu/~yzyang/riddles/attack_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/attack_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/attack_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/attack_4.png,attack,brown hyena,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/attract_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/attract_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/attract_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/attract_4.png,attract,make picture,vulnerable Frangipane
http://www.umiacs.umd.edu/~yzyang/riddles/audio_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/audio_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/audio_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/audio_4.png,audio,visual communication,endoscopic surgical navigation
http://www.umiacs.umd.edu/~yzyang/riddles/aura_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aura_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aura_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aura_4.png,aura,cartoon character,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/author_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/author_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/author_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/author_4.png,author,satire,By Laurelle Gilbert
http://www.umiacs.umd.edu/~yzyang/riddles/autumn_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/autumn_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/autumn_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/autumn_4.png,autumn,summer solstice,ephemerals
http://www.umiacs.umd.edu/~yzyang/riddles/avenue_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/avenue_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/avenue_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/avenue_4.png,avenue,little gem arborvitae,breathtaking vista
http://www.umiacs.umd.edu/~yzyang/riddles/aviator_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aviator_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aviator_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aviator_4.png,aviator,grand canyon,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/avocado_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/avocado_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/avocado_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/avocado_4.png,avocado,avocado,pureed cauliflower
http://www.umiacs.umd.edu/~yzyang/riddles/avoid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/avoid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/avoid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/avoid_4.png,avoid,get car,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/awake_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/awake_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/awake_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/awake_4.png,awake,little owl,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/award_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/award_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/award_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/award_4.png,award,art school,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/awesome_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/awesome_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/awesome_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/awesome_4.png,awesome,loch ness,gorgeous sunsets
http://www.umiacs.umd.edu/~yzyang/riddles/awoke_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/awoke_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/awoke_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/awoke_4.png,awoke,father day,Natasha Richardson mourned
http://www.umiacs.umd.edu/~yzyang/riddles/baboon_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/baboon_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/baboon_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/baboon_4.png,baboon,bushbuck,brown hyena
http://www.umiacs.umd.edu/~yzyang/riddles/baby_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/baby_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/baby_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/baby_4.png,baby,wild child,Puppies kittens
http://www.umiacs.umd.edu/~yzyang/riddles/back_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/back_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/back_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/back_4.png,back,one head,horribly horribly deranged
http://www.umiacs.umd.edu/~yzyang/riddles/backbone_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/backbone_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/backbone_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/backbone_4.png,backbone,plumb tool,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/backpack_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/backpack_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/backpack_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/backpack_4.png,backpack,camera lucida,romp Pouch thinks
http://www.umiacs.umd.edu/~yzyang/riddles/backyard_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/backyard_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/backyard_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/backyard_4.png,backyard,back garden,garden
http://www.umiacs.umd.edu/~yzyang/riddles/bacteria_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bacteria_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bacteria_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bacteria_4.png,bacteria,scan electron microscope,acrylics oils watercolors
http://www.umiacs.umd.edu/~yzyang/riddles/badge_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/badge_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/badge_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/badge_4.png,badge,poster color,Darrell Greer NNSL
http://www.umiacs.umd.edu/~yzyang/riddles/bag_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bag_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bag_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bag_4.png,bag,picture dictionary,pastel colored pencil
http://www.umiacs.umd.edu/~yzyang/riddles/bagel_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagel_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagel_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagel_4.png,bagel,bagel,banana muffin
http://www.umiacs.umd.edu/~yzyang/riddles/baggage_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/baggage_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/baggage_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/baggage_4.png,baggage,baggage carousel,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/bagpipes_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagpipes_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagpipes_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bagpipes_4.png,bagpipes,pyrography,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/bait_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bait_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bait_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bait_4.png,bait,water route,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/bake-2_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-2_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-2_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-2_4.png,bake-2,cook spray,Pour melted butter
http://www.umiacs.umd.edu/~yzyang/riddles/bake-3_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-3_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-3_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake-3_4.png,bake-3,bake alaska,baked custard
http://www.umiacs.umd.edu/~yzyang/riddles/bake_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bake_4.png,bake,unsweetened bake chocolate,Pour melted butter
http://www.umiacs.umd.edu/~yzyang/riddles/baker_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/baker_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/baker_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/baker_4.png,baker,burrito,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/bakery_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bakery_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bakery_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bakery_4.png,bakery,milk chocolate,salads sandwiches soups
http://www.umiacs.umd.edu/~yzyang/riddles/baking_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/baking_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/baking_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/baking_4.png,baking,unsweetened bake chocolate,baked custard
http://www.umiacs.umd.edu/~yzyang/riddles/balance_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/balance_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/balance_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/balance_4.png,balance,symmetry,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/balcony_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/balcony_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/balcony_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/balcony_4.png,balcony,magnolia tree,hardwood floors fireplace
http://www.umiacs.umd.edu/~yzyang/riddles/bald_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bald_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bald_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bald_4.png,bald,body hair,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/ball_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ball_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ball_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ball_4.png,ball,tennis ball,grit Laimbeer
http://www.umiacs.umd.edu/~yzyang/riddles/ballet_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ballet_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ballet_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ballet_4.png,ballet,ballet,juggling clowning
http://www.umiacs.umd.edu/~yzyang/riddles/balloon_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/balloon_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/balloon_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/balloon_4.png,balloon,helium balloon,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/balm_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/balm_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/balm_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/balm_4.png,balm,magic user,Chiclone buffets Illinois
http://www.umiacs.umd.edu/~yzyang/riddles/bamboo_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bamboo_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bamboo_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bamboo_4.png,bamboo,bamboo,clumping bamboo
http://www.umiacs.umd.edu/~yzyang/riddles/banana_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/banana_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/banana_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/banana_4.png,banana,banana,plump blueberries
http://www.umiacs.umd.edu/~yzyang/riddles/band-2_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/band-2_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/band-2_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/band-2_4.png,band-2,crowd art,Featuring disc jockeys
http://www.umiacs.umd.edu/~yzyang/riddles/band_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/band_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/band_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/band_4.png,band,folk music,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/bandage_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandage_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandage_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandage_4.png,bandage,side dish,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/bandit_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandit_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandit_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bandit_4.png,bandit,white slaver,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/banging_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/banging_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/banging_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/banging_4.png,banging,wall paint,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/bangle_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bangle_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bangle_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bangle_4.png,bangle,rosebud,marble floorings
http://www.umiacs.umd.edu/~yzyang/riddles/banjo_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/banjo_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/banjo_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/banjo_4.png,banjo,impressionism,English handbells ceramics
http://www.umiacs.umd.edu/~yzyang/riddles/bank_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/bank_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/bank_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/bank_4.png,bank,west lake,Pacgen Reports
