image_url1,image_url2,image_url3,image_url4,text1,text2,text3,text4
http://www.umiacs.umd.edu/~yzyang/riddles/crowbar_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowbar_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowbar_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowbar_4.png,crowbar,tool box,screwdriver,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/crowd_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowd_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowd_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowd_4.png,crowd,big tent,Howelsen,Wexler admittedly rhythmless
http://www.umiacs.umd.edu/~yzyang/riddles/crowded_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowded_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowded_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowded_4.png,crowded,sandy beach,dolphins frolic,Lightning flickered
http://www.umiacs.umd.edu/~yzyang/riddles/crown_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crown_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crown_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crown_4.png,crown,millefiori,pheasant feather,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/crowned_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowned_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowned_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crowned_4.png,crowned,unbirthday,enziguiri kick,Funniest Pictures
http://www.umiacs.umd.edu/~yzyang/riddles/crucifix_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crucifix_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crucifix_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crucifix_4.png,crucifix,apse,candleholder,oversized skylight
http://www.umiacs.umd.edu/~yzyang/riddles/crude_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crude_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crude_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crude_4.png,crude,crude petroleum product,corn sheller,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/cruel_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruel_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruel_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruel_4.png,cruel,love yourself,fur cape,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/cruise_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruise_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruise_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruise_4.png,cruise,cruise ship,Cunard liner,scuba snorkeling
http://www.umiacs.umd.edu/~yzyang/riddles/cruiser_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruiser_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruiser_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cruiser_4.png,cruiser,patrol boat,cabin cruiser,Trigatti
http://www.umiacs.umd.edu/~yzyang/riddles/crumble_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumble_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumble_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumble_4.png,crumble,unsweetened bake chocolate,puff pastry crust,Pour melted butter
http://www.umiacs.umd.edu/~yzyang/riddles/crumbs_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumbs_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumbs_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumbs_4.png,crumbs,butter chicken,figgy pudding,chocolate morsels
http://www.umiacs.umd.edu/~yzyang/riddles/crummy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crummy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crummy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crummy_4.png,crummy,gloomy,wooly bugger,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/crumple_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumple_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumple_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumple_4.png,crumple,show one's face,flip flop sandal,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/crumpled_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumpled_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumpled_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crumpled_4.png,crumpled,wall paint,white checkered tablecloth,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/crunch_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunch_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunch_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunch_4.png,crunch,smell flower,wardrobe malfunction dangly,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/crunchy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunchy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunchy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crunchy_4.png,crunchy,sweet potato,grated chocolate,crunchy salty
http://www.umiacs.umd.edu/~yzyang/riddles/crusade_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crusade_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crusade_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crusade_4.png,crusade,empire state build,dustbin lid,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/crush_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crush_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crush_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crush_4.png,crush,crowd psychology,Toyota Carolla,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/crushed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crushed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crushed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crushed_4.png,crushed,burn sienna,shredded Cheddar,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/crust-2_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust-2_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust-2_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust-2_4.png,crust-2,unsweetened bake chocolate,creamy cole slaw,baked custard
http://www.umiacs.umd.edu/~yzyang/riddles/crust_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crust_4.png,crust,ciabatta,Unmold,Unroll dough
http://www.umiacs.umd.edu/~yzyang/riddles/crutch_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crutch_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crutch_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crutch_4.png,crutch,use as weapon,crutch,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/cry_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cry_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cry_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cry_4.png,cry,think back,burp cloth,Giggle giggle
http://www.umiacs.umd.edu/~yzyang/riddles/crying_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crying_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crying_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crying_4.png,crying,baby face,burp cloth,Ohmigosh
http://www.umiacs.umd.edu/~yzyang/riddles/crypt_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crypt_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crypt_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crypt_4.png,crypt,custom house,castle,moat drawbridge
http://www.umiacs.umd.edu/~yzyang/riddles/cryptic_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cryptic_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cryptic_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cryptic_4.png,cryptic,pictogram,screwdriver scissors,gridlike
http://www.umiacs.umd.edu/~yzyang/riddles/crystal_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/crystal_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/crystal_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/crystal_4.png,crystal,halo,goblet,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/cub_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cub_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cub_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cub_4.png,cub,pileated gibbon,bears mountain lions,tigers panthers
http://www.umiacs.umd.edu/~yzyang/riddles/cuban_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuban_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuban_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuban_4.png,cuban,new brunswick,terra cotta busts,Chiclone buffets Illinois
http://www.umiacs.umd.edu/~yzyang/riddles/cube_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cube_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cube_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cube_4.png,cube,ice cube,dishpan,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/cubed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubed_4.png,cubed,oreo,sweet potato slices,congealed salad
http://www.umiacs.umd.edu/~yzyang/riddles/cubes_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubes_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubes_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubes_4.png,cubes,hypercube,Sprinkle gelatin,Unroll dough
http://www.umiacs.umd.edu/~yzyang/riddles/cubist_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubist_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubist_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cubist_4.png,cubist,vanitas,ceramic teapot,colorful geometric shapes
http://www.umiacs.umd.edu/~yzyang/riddles/cuckoo_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuckoo_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuckoo_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuckoo_4.png,cuckoo,sacred kingfisher,golden orb,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/cuddle_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddle_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddle_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddle_4.png,cuddle,tickle pink,fluffball,loves belly rubs
http://www.umiacs.umd.edu/~yzyang/riddles/cuddling_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddling_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddling_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddling_4.png,cuddling,baby boy,bikini panties,Relaxing laughing talking
http://www.umiacs.umd.edu/~yzyang/riddles/cuddly_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddly_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddly_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuddly_4.png,cuddly,teddy bear,blankey,cuddly puppy
http://www.umiacs.umd.edu/~yzyang/riddles/cue_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cue_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cue_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cue_4.png,cue,fall down,darts dominoes,mixed Cullip
http://www.umiacs.umd.edu/~yzyang/riddles/cuffs_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuffs_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuffs_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuffs_4.png,cuffs,patient,elasticated waist,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/cuisine_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuisine_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuisine_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuisine_4.png,cuisine,cuisine,Pyrex dish,appetizers soups entrees
http://www.umiacs.umd.edu/~yzyang/riddles/culprit_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/culprit_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/culprit_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/culprit_4.png,culprit,for one thing,brown hooded jacket,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/cultivate_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultivate_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultivate_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultivate_4.png,cultivate,irrigate land,sphagnum,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/cultural_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultural_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultural_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cultural_4.png,cultural,visuality,darning needle,Yurtseven Muslim
http://www.umiacs.umd.edu/~yzyang/riddles/culture_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/culture_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/culture_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/culture_4.png,culture,visuality,pedestals,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/cunning_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cunning_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cunning_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cunning_4.png,cunning,solitariness,black woolly hat,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/cup_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cup_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cup_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cup_4.png,cup,unsweetened bake chocolate,bra,Ben Hur proportions
http://www.umiacs.umd.edu/~yzyang/riddles/cupboard_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupboard_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupboard_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupboard_4.png,cupboard,laundry room,fridge,hardwood floors fireplace
http://www.umiacs.umd.edu/~yzyang/riddles/cupcakes_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupcakes_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupcakes_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupcakes_4.png,cupcakes,unsweetened bake chocolate,cinnamon candies,macaroni necklaces
http://www.umiacs.umd.edu/~yzyang/riddles/cupful_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupful_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupful_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupful_4.png,cupful,tea cup,cup,Pour broth
http://www.umiacs.umd.edu/~yzyang/riddles/cupid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupid_4.png,cupid,platonic love,hairclip,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/cupped_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupped_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupped_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cupped_4.png,cupped,gloved thing,hankerchief,symbol NKSH
http://www.umiacs.umd.edu/~yzyang/riddles/curator_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curator_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curator_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curator_4.png,curator,museumlike,Vict oak,painting sculpture printmaking
http://www.umiacs.umd.edu/~yzyang/riddles/curb_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curb_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curb_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curb_4.png,curb,bay street,weed wacker,biking horseback riding
http://www.umiacs.umd.edu/~yzyang/riddles/curbside_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curbside_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curbside_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curbside_4.png,curbside,shutter shade,Exterior stairwells,clean uncluttered
http://www.umiacs.umd.edu/~yzyang/riddles/cure_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cure_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cure_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cure_4.png,cure,healthy live,medicine dropper,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/cured_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cured_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cured_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cured_4.png,cured,unsweetened bake chocolate,papery skin,Roasted garlic
http://www.umiacs.umd.edu/~yzyang/riddles/curfew_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curfew_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curfew_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curfew_4.png,curfew,collage,clock,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/curing_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curing_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curing_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curing_4.png,curing,image magic,drying rack,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/curious_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curious_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curious_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curious_4.png,curious,little penguin,hissing snake,purely instinctual
http://www.umiacs.umd.edu/~yzyang/riddles/curl_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curl_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curl_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curl_4.png,curl,rosebud,scrunchie,giddily snapping
http://www.umiacs.umd.edu/~yzyang/riddles/curler_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curler_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curler_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curler_4.png,curler,backbend,bobby pin,English handbells ceramics
http://www.umiacs.umd.edu/~yzyang/riddles/curlers_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curlers_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curlers_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curlers_4.png,curlers,shapely,lipliner,funky hairstyles
http://www.umiacs.umd.edu/~yzyang/riddles/curling_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curling_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curling_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curling_4.png,curling,sport competition,melodeon,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/curls_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curls_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curls_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curls_4.png,curls,hair brush,curly wig,jeans unbuttoned
http://www.umiacs.umd.edu/~yzyang/riddles/curly_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curly_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curly_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curly_4.png,curly,big hairy armadillo,auburn wig,loves belly rubs
http://www.umiacs.umd.edu/~yzyang/riddles/currency_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/currency_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/currency_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/currency_4.png,currency,currency code,dishpan,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/curry_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curry_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curry_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curry_4.png,curry,curry paste,braising pan,spicy dipping sauce
http://www.umiacs.umd.edu/~yzyang/riddles/curse_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curse_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curse_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curse_4.png,curse,terrible two,hissing snake,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/cursed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursed_4.png,cursed,tree frog,elongated snout,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/cursive_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursive_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursive_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursive_4.png,cursive,pyrography,pencil,crayon pencil
http://www.umiacs.umd.edu/~yzyang/riddles/cursor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cursor_4.png,cursor,graphical,zoom lever,coverflow
http://www.umiacs.umd.edu/~yzyang/riddles/curtain_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtain_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtain_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtain_4.png,curtain,stage curtain,kimono sleeves,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/curtains_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtains_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtains_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtains_4.png,curtains,dress room,frosted glass doors,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/curtsey_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtsey_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtsey_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curtsey_4.png,curtsey,first lady,peasant skirt,Giggle giggle
http://www.umiacs.umd.edu/~yzyang/riddles/curve_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curve_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curve_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curve_4.png,curve,dihedral angle,dishpan,resembling flower petals
http://www.umiacs.umd.edu/~yzyang/riddles/curved_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curved_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curved_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curved_4.png,curved,dome,arched doorway,wooden pergola
http://www.umiacs.umd.edu/~yzyang/riddles/curvy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/curvy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/curvy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/curvy_4.png,curvy,camera lucida,neck gaiter,mountainscape
http://www.umiacs.umd.edu/~yzyang/riddles/cushion_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cushion_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cushion_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cushion_4.png,cushion,lose it,pillow,romp Pouch thinks
http://www.umiacs.umd.edu/~yzyang/riddles/custard_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/custard_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/custard_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/custard_4.png,custard,lemon meringue pie,eggwhite,baked custard
http://www.umiacs.umd.edu/~yzyang/riddles/custom_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/custom_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/custom_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/custom_4.png,custom,decorate,faux fur collars,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/customer_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/customer_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/customer_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/customer_4.png,customer,restaurant space,coffee shop,SFIO Quote Chart
http://www.umiacs.umd.edu/~yzyang/riddles/customs_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/customs_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/customs_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/customs_4.png,customs,mathematical markup language,toiletry bag,By Tatyana Shumsky
http://www.umiacs.umd.edu/~yzyang/riddles/cut_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cut_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cut_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cut_4.png,cut,green pea,sewing scissors,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/cute_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cute_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cute_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cute_4.png,cute,big hairy armadillo,squeaky toy,loves belly rubs
http://www.umiacs.umd.edu/~yzyang/riddles/cuticles_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuticles_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuticles_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cuticles_4.png,cuticles,smell flower,nipple,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/cutlass_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlass_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlass_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlass_4.png,cutlass,bowie knife,hankerchief,BMK MacDonald
http://www.umiacs.umd.edu/~yzyang/riddles/cutlery_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlery_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlery_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutlery_4.png,cutlery,kitchen utensil,wooden spatula,knives forks spoons
http://www.umiacs.umd.edu/~yzyang/riddles/cutter_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutter_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutter_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/cutter_4.png,cutter,paper cutter,Dremel rotary tool,screwball ruse
