ImageName	GUR	Baseline	GUR-wt	Baseline-wt	Difference
banana	pineapple	plump_blueberries	0.829376911269	0.709879932092	0.119496979177
weather	sunny	hydrangea_blooms	0.737195654778	0.594558648937	0.142637005841
fist	terrorist_fist_jab	IWEBE	0.854803192606	0.61364710351	0.241156089096
skiing	alpine_ski	horseback_riding_biking	0.892983352684	0.76275993685	0.130223415834
map-2	topography	KF_OOE	0.715860803851	0.566460679215	0.149400124636
baby	baby_cat	Puppies_kittens	0.917947112947	0.750416902252	0.167530210695
kid	child_prodigy	UDBKL	0.791895856011	0.686703695355	0.105192160656
prize	silver_medal	Ben_Hur_proportions	0.68151153059	0.571357518064	0.110154012526
wolf	red_wolf	Turkeys_wild_boar	0.885611724134	0.76026472057	0.125347003564
bake	unsweetened_bake_chocolate	Pour_melted_butter	0.850218908584	0.746051761699	0.104167146885
hockey	hockey	synchro_skating	1.0	0.756637899658	0.243362100342
son	baby_boy	Natasha_Richardson_mourned	0.824937404278	0.680939292057	0.143998112221
fitness	yoga	Diving_kayaking_trekking	0.752006633483	0.631348402828	0.120658230655
film	animate_movie	Funniest_Pictures	0.855957535023	0.655057733382	0.200899801641
time	time_unit	CDMHY	0.866757845096	0.636557201385	0.230200643711
bulldog	puppy	loves_belly_rubs	0.789426731981	0.678387962428	0.111038769553
pool	pool_game	boating_kayaking	0.873197274931	0.638886066022	0.234311208909
tablet	gadget	MookieTheCat	0.750692030452	0.62156233658	0.129129693872
library	study_in_library	see_EurasiaNet_archive	0.806179572145	0.645129337894	0.161050234251
cutter	paper_cutter	screwball_ruse	0.884024059879	0.598600723164	0.285423336715
lungs	heart_disease	MookieTheCat	0.738039946284	0.62728903302	0.110750913264
cabbage	cabbage	Roasted_garlic	1.0	0.821477648698	0.178522351302
delight	express_joy	unlovable_moments	0.752451046754	0.600981794437	0.151469252317
opera	classical	monochromatic_palette	0.76251922495	0.61992789023	0.14259133472
travel	time_travel	UDBKL	0.879671715936	0.621712684696	0.25795903124
egg	chicken_egg	Unroll_dough	0.943564875076	0.710955000704	0.232609874372
monkey	monkey	brown_hyena	1.0	0.726392199388	0.273607800612
swim	swim	Diving_kayaking_trekking	1.0	0.798016339027	0.201983660973
mushroom	mushroom	Morel_mushrooms	1.0	0.802691621472	0.197308378528
moth	cabbage_moth	dust_mote	0.89225676107	0.677593726098	0.214663034972
woolly	wild_goat	KNYCF	0.735310466935	0.616616594641	0.118693872294
steam	steam	UDBKL	1.0	0.617746965545	0.382253034455
wasp	tiger_beetle	viral_McSween	0.798457054236	0.630957934328	0.167499119908
code	database_model	Introducing_HP_SkyRoom	0.706504550996	0.602323815371	0.104180735625
cruise	cruise_ship	scuba_snorkeling	0.916842196634	0.675425395768	0.241416800866
gold	silver_coin	marble_floorings	0.876499108463	0.625803596401	0.250695512062
map	texture_map	gridlike	0.867786334102	0.672680254863	0.195106079239
bull	grizzly_bear	Australopithecus_sediba_appears	0.713682454043	0.606092264384	0.107590189659
military	military_weapon	UDBKL	0.893528122696	0.674773950198	0.218754172498
pet	puppy	PSKXF	0.848631826388	0.643330701588	0.2053011248
rose	rose_garden	bloomed_profusely	0.872734424168	0.620475253855	0.252259170313
fry	fry_egg	Pour_melted_butter	0.91065942936	0.722763370799	0.187896058561
mother	baby_boy	HYEOF	0.836817115	0.672229354461	0.164587760539
vacuum	vacuum_clean	IWEBE	0.878666799935	0.605834758253	0.272832041682
cube	ice_cube	resembling_flower_petals	0.89850202206	0.664392510099	0.234109511961
radiator	heat_engine	IWEBE	0.768032737087	0.611472773402	0.156559963685
beach	sandy_beach	gorgeous_sunsets	0.924914880903	0.703067325265	0.221847555638
language	mathematical_markup_language	XSLT_stylesheet	0.850550950956	0.648900087451	0.201650863505
meal	eat_table	loungelike	0.767565041399	0.653857042018	0.113707999381
hunting	elk	Mangy_dogs	0.745080007999	0.63790950643	0.107170501569
swimming	swim	Diving_kayaking_trekking	0.934269765513	0.826154484851	0.108115280662
academic	social_science	UDBKL	0.746650468898	0.628797963421	0.117852505477
herd	herd	goats_donkeys	1.0	0.777866502612	0.222133497388
volcano	volcano	gushing_waterfalls	1.0	0.680972715562	0.319027284438
hot	heat	Glowing_embers	0.731506018496	0.619424751706	0.11208126679
cutlass	bowie_knife	IWEBE	0.760314253809	0.602278383517	0.158035870292
jazz	jazz	HYEOF	1.0	0.641684208367	0.358315791633
wave-2	light_wave	UDBKL	0.873793880224	0.601320885893	0.272472994331
navy	modern_naval_ship	UDBKL	0.829399385374	0.641445173933	0.187954211441
face	baby_face	UDBKL	0.87440701308	0.626277021916	0.248129991164
cinema	video_projector	KF_OOE	0.695313354573	0.578010073646	0.117303280927
nation	whole_nation	democracy	0.871566887843	0.647004213385	0.224562674458
soldier	military_person	UDBKL	0.792188777038	0.647498178991	0.144690598047
physics	earth_science	viral_McSween	0.774141439022	0.606155979981	0.167985459041
year	may_day	romp_Pouch_thinks	0.698678557153	0.560208640337	0.138469916816
curtain	stage_curtain	screwball_ruse	0.907602632185	0.595334041914	0.312268590271
match	outdoor_game	UDBKL	0.741817933508	0.608735624872	0.133082308636
usa	american_golden_plover	MookieTheCat	0.698103604523	0.590640506678	0.107463097845
skunk	squirrel_monkey	tigers_panthers	0.795130923801	0.644381395871	0.15074952793
warrior	warrior	UDBKL	1.0	0.626185069453	0.373814930547
rainy	rain	UDBKL	0.747656122894	0.610684607533	0.136971515361
fox	critter	bicyclist_stuntman	0.799100902954	0.625903819225	0.173197083729
low	high_voltage_sign	Americans_newfound_frugality	0.759718652341	0.571530308359	0.188188343982
